Name,NCBI Tax ID,JGI ID,Version,Publication,
Tricholoma matsutake 945,1095628,Trima3,v3.0,,https://genome.jgi.doe.gov/portal/Trima3/download/Trima3_GeneCatalog_proteins_20130329.aa.fasta.gz
Trichomonascus petasosporus NRRL YB-2093,64416,Tripe1,v1.0,,https://genome.jgi.doe.gov/portal/Tripe1/download/Tripe1_GeneCatalog_proteins_20150117.aa.fasta.gz
Trichophaea hybrida UTF0779,47213,Trihyb1,v1.0,,https://genome.jgi.doe.gov/portal/Trihyb1/download/Trihyb1_GeneCatalog_proteins_20161123.aa.fasta.gz
Trichosporon chiarellii MYA-4694,457529,Trich1,v1.0,,https://genome.jgi.doe.gov/portal/Trich1/download/Trich1_GeneCatalog_proteins_20150114.aa.fasta.gz
Trichosporon guehoae,105714,Trigue1,v1.0,,https://genome.jgi.doe.gov/portal/Trigue1/download/Trigue1_GeneCatalog_proteins_20160218.aa.fasta.gz
Trichosporon oleaginosus IBC0246,879819,Triol1,v1.0,PMID:26199329,https://genome.jgi.doe.gov/portal/Triol1/download/Triol1_GeneCatalog_proteins_20140430.aa.fasta.gz
Trinosporium guianense CBS132537,1196434,Trigu1,v1.0,,https://genome.jgi.doe.gov/portal/Trigu1/download/Trigu1_GeneCatalog_proteins_20141217.aa.fasta.gz
Triparticalcar arcticum BR59,1117335,Triarc1,v1.0,,https://genome.jgi.doe.gov/portal/Triarc1/download/Triarc1_GeneCatalog_proteins_20180427.aa.fasta.gz
Tritirachium sp. CBS 265.96,1055551,Trisp1,v1.0,,https://genome.jgi.doe.gov/portal/Trisp1/download/Trisp1_GeneCatalog_proteins_20140301.aa.fasta.gz
Truncatella angustata MPI-SDFR-AT-0073,152316,Truan1,v1.0,,https://genome.jgi.doe.gov/portal/Truan1/download/Truan1_GeneCatalog_proteins_20170627.aa.fasta.gz
Trypethelium eluteriae,364715,Tryvi1,v1.0,,https://genome.jgi.doe.gov/portal/Tryvi1/download/Tryvi1_GeneCatalog_proteins_20130617.aa.fasta.gz
Tuber aestivum var. urcinatum,59557,Tubae1,v1.0,PMID:30420746,https://genome.jgi.doe.gov/portal/Tubae1/download/Tubae1_GeneCatalog_proteins_20160304.aa.fasta.gz
Tulasnella calospora UAMH 9824,156515,Tulcal1,v1.0,,https://genome.jgi.doe.gov/portal/Tulcal1/download/Tulcal1_GeneCatalog_proteins_20170818.aa.fasta.gz
Typhula sp. TRa3160C,1935374,TyphTRa3160C_1,v1.0,,https://genome.jgi.doe.gov/portal/TyphTRa3160C_1/download/TyphTRa3160C_1_GeneCatalog_proteins_20190131.aa.fasta.gz
Umbelopsis isabellina AD026,91625,Umbisa1,v1.0,,https://genome.jgi.doe.gov/portal/Umbisa1/download/Umbisa1_GeneCatalog_proteins_20171025.aa.fasta.gz
Umbelopsis ramanniana AG #,1314678,Umbra1,v1.0,,https://genome.jgi.doe.gov/portal/Umbra1/download/Umbra1_GeneCatalog_proteins_20121109.aa.fasta.gz
Umbelopsis sp. nov. AD052,1883073,Umbsp_AD052_1,v1.0,,https://genome.jgi.doe.gov/portal/Umbsp_AD052_1/download/Umbsp_AD052_1_GeneCatalog_proteins_20160912.aa.fasta.gz
Umbelopsis sp. PMI_123,1896174,Umbelo1,v1.0,,https://genome.jgi.doe.gov/portal/Umbelo1/download/Umbelo1_GeneCatalog_proteins_20190614.aa.fasta.gz
Urocystis occulta CBS 102.71,1983702,Uroocc1,v1.0,,https://genome.jgi.doe.gov/portal/Uroocc1/download/Uroocc1_GeneCatalog_proteins_20180711.aa.fasta.gz
Urocystis primulicola RUB 030670,2183100,Uropr1,v1.0,,https://genome.jgi.doe.gov/portal/Uropr1/download/Uropr1_GeneCatalog_proteins_20180221.aa.fasta.gz
Usnea florida ATCC18376,111620,Usnflo1,v1.0,,https://genome.jgi.doe.gov/portal/Usnflo1/download/Usnflo1_GeneCatalog_proteins_20160419.aa.fasta.gz
Valetoniellopsis laxa CBS 191.97,152775,Valla1,v1.0,,https://genome.jgi.doe.gov/portal/Valla1/download/Valla1_GeneCatalog_proteins_20141003.aa.fasta.gz
Valsariales sp. FL0756,1680668,DelFL0756_1,v1.0,,https://genome.jgi.doe.gov/portal/DelFL0756_1/download/DelFL0756_1_GeneCatalog_proteins_20181025.aa.fasta.gz
Vararia minispora EC-137,1314806,Varmin1,v1.0,,https://genome.jgi.doe.gov/portal/Varmin1/download/Varmin1_GeneCatalog_proteins_20160225.aa.fasta.gz
Veluticeps abietina OMC1657,941530,Velabi1,v1.0,,https://genome.jgi.doe.gov/portal/Velabi1/download/Velabi1_GeneCatalog_proteins_20180530.aa.fasta.gz
Venturia inaequalis,5025,Venin1,,PMID:28464870,https://genome.jgi.doe.gov/portal/Venin1/download/Venin1_GeneCatalog_proteins_20141010.aa.fasta.gz
Venturia pirina,415593,Venpi1,,PMID:28464870,https://genome.jgi.doe.gov/portal/Venpi1/download/Venpi1_GeneCatalog_proteins_20150407.aa.fasta.gz
Verruculina enalia CBS 304.66,85948,Veren1,v1.0,,https://genome.jgi.doe.gov/portal/Veren1/download/Veren1_GeneCatalog_proteins_20140626.aa.fasta.gz
Verticillium dahliae VdLs.17,27337,Verda1,,PMID:21829347,https://genome.jgi.doe.gov/portal/Verda1/download/Verda1_GeneCatalog_proteins_20110524.aa.fasta.gz
Violaceomyces palustris SA 807,1673888,Ustsp1,v1.0,PMID:29771364,https://genome.jgi.doe.gov/portal/Ustsp1/download/Ustsp1_GeneCatalog_proteins_20150106.aa.fasta.gz
Volvariella volvacea V23,706473,Volvo1,,PMID:23526973,https://genome.jgi.doe.gov/portal/Volvo1/download/Volvo1_GeneCatalog_proteins_20130703.aa.fasta.gz
Vuilleminia comedens VcCUCC2015_SSI6,47058,Vuicom1,v1.0,,https://genome.jgi.doe.gov/portal/Vuicom1/download/Vuicom1_GeneCatalog_proteins_20170111.aa.fasta.gz
Wallemia mellicola,1708541,Walse1,v1.0,PMID:22326418,https://genome.jgi.doe.gov/portal/Walse1/download/Walse1_GeneCatalog_proteins_20100910.aa.fasta.gz
Westerdykella ornata CBS 379.55,318751,Wesor1,v1.0,,https://genome.jgi.doe.gov/portal/Wesor1/download/Wesor1_GeneCatalog_proteins_20140626.aa.fasta.gz
Wickerhamiella domercqiae NRRL Y-6692,45788,Wicdo1,v1.0,,https://genome.jgi.doe.gov/portal/Wicdo1/download/Wicdo1_GeneCatalog_proteins_20160729.aa.fasta.gz
Wilcoxina mikolae CBS 423.85,1314677,Wilmi1,v1.0,,https://genome.jgi.doe.gov/portal/Wilmi1/download/Wilmi1_GeneCatalog_proteins_20130716.aa.fasta.gz
Xanthoria parietina 46-1-SA22,714311,Xanpa2,v1.1,,https://genome.jgi.doe.gov/portal/Xanpa2/download/Xanpa2_GeneCatalog_proteins_20140928.aa.fasta.gz
Xenasmatella vaga CBS212.54,301416,Xenvag1,v1.0,,https://genome.jgi.doe.gov/portal/Xenvag1/download/Xenvag1_GeneCatalog_proteins_20160511.aa.fasta.gz
Xerocomus badius 84.06,36058,Xerba1,v1.0,,https://genome.jgi.doe.gov/portal/Xerba1/download/Xerba1_GeneCatalog_proteins_20150320.aa.fasta.gz
Xylaria acuta CBS 122032,114808,Xylacu1,v1.0,,https://genome.jgi.doe.gov/portal/Xylacu1/download/Xylacu1_GeneCatalog_proteins_20190613.aa.fasta.gz
Xylaria arbuscula FL1030,114810,XylarbFL1030,v1.0,,https://genome.jgi.doe.gov/portal/XylarbFL1030/download/XylarbFL1030_GeneCatalog_proteins_20190320.aa.fasta.gz
Xylaria bambusicola CBS 139988,326684,Xylbam139988_1,v1.0,,https://genome.jgi.doe.gov/portal/Xylbam139988_1/download/Xylbam139988_1_GeneCatalog_proteins_20190612.aa.fasta.gz
Xylaria cf. castorea CBS 124033,37991,Xylcas124033_1,v1.0,,https://genome.jgi.doe.gov/portal/Xylcas124033_1/download/Xylcas124033_1_GeneCatalog_proteins_20190614.aa.fasta.gz
Xylaria cubensis CBS 116.85,114814,Xylcube1,v1.0,,https://genome.jgi.doe.gov/portal/Xylcube1/download/Xylcube1_GeneCatalog_proteins_20190615.aa.fasta.gz
Xylaria curta CBS 114988,42375,Xylcur114988_1,v1.0,,https://genome.jgi.doe.gov/portal/Xylcur114988_1/download/Xylcur114988_1_GeneCatalog_proteins_20190615.aa.fasta.gz
Xylaria flabelliformis NC1011,2512241,Xylcub1,v1.0,,https://genome.jgi.doe.gov/portal/Xylcub1/download/Xylcub1_GeneCatalog_proteins_20181030.aa.fasta.gz
Xylaria grammica CBS 120713,363999,Xylgra1,v1.0,,https://genome.jgi.doe.gov/portal/Xylgra1/download/Xylgra1_GeneCatalog_proteins_20190320.aa.fasta.gz
Xylaria hypoxylon OSC100004,37992,Xylhyp1,v1.0,,https://genome.jgi.doe.gov/portal/Xylhyp1/download/Xylhyp1_GeneCatalog_proteins_20160130.aa.fasta.gz
Xylaria intraflava YMJ 725,492091,Xylint1,v1.0,,https://genome.jgi.doe.gov/portal/Xylint1/download/Xylint1_GeneCatalog_proteins_20190612.aa.fasta.gz
Xylaria longipes CBS 148.73,114818,Xyllon1,v1.0,,https://genome.jgi.doe.gov/portal/Xyllon1/download/Xyllon1_GeneCatalog_proteins_20190612.aa.fasta.gz
Xylaria palmicola CBS 124036,665665,Xylpal124036_1,v1.0,,https://genome.jgi.doe.gov/portal/Xylpal124036_1/download/Xylpal124036_1_GeneCatalog_proteins_20190613.aa.fasta.gz
Xylaria scruposa CBS 123580,743287,Xylscr1,v1.0,,https://genome.jgi.doe.gov/portal/Xylscr1/download/Xylscr1_GeneCatalog_proteins_20190612.aa.fasta.gz
Xylaria sp. FL0043,1715255,XylFL0043,v1.0,,https://genome.jgi.doe.gov/portal/XylFL0043/download/XylFL0043_GeneCatalog_proteins_20190321.aa.fasta.gz
Xylaria telfairii CBS 121673,477509,Xyltel121673_1,v1.0,,https://genome.jgi.doe.gov/portal/Xyltel121673_1/download/Xyltel121673_1_GeneCatalog_proteins_20190615.aa.fasta.gz
Xylaria venustula FL0490,743302,Xylven1,v1.0,,https://genome.jgi.doe.gov/portal/Xylven1/download/Xylven1_GeneCatalog_proteins_20190325.aa.fasta.gz
Xylariaceae sp. FL0016,1881983,XylFL0016,v1.0,,https://genome.jgi.doe.gov/portal/XylFL0016/download/XylFL0016_GeneCatalog_proteins_20190320.aa.fasta.gz
Xylariales sp. AK1849,1907220,Plecto1,v1.0,,https://genome.jgi.doe.gov/portal/Plecto1/download/Plecto1_GeneCatalog_proteins_20180925.aa.fasta.gz
Xylariales sp. PMI_506,1940296,XylPMI506,v1.0,,https://genome.jgi.doe.gov/portal/XylPMI506/download/XylPMI506_GeneCatalog_proteins_20161028.aa.fasta.gz
Xylariomycetidae sp. FL2044,222545,XylFL2044,v1.0,,https://genome.jgi.doe.gov/portal/XylFL2044/download/XylFL2044_GeneCatalog_proteins_20190325.aa.fasta.gz
Zalerion varium MPI-CAGE-AT-0135,394676,Zalva1,v1.0,,https://genome.jgi.doe.gov/portal/Zalva1/download/Zalva1_GeneCatalog_proteins_20190111.aa.fasta.gz
Zancudomyces culisetae COL-18-3,1213189,Zancul2,,PMID:27343289,https://genome.jgi.doe.gov/portal/Zancul2/download/Zancul2_GeneCatalog_proteins_20170807.aa.fasta.gz
Zasmidium cellare ATCC 36951,1080233,Zasce1,v1.0,,https://genome.jgi.doe.gov/portal/Zasce1/download/Zasce1_GeneCatalog_proteins_20120808.aa.fasta.gz
Zoophthora radicans ATCC 208865,42210,Zoorad1,v1.0,,https://genome.jgi.doe.gov/portal/Zoorad1/download/Zoorad1_GeneCatalog_proteins_20180427.aa.fasta.gz
Zopfia rhizophila,160035,Zoprh1,v1.0,,https://genome.jgi.doe.gov/portal/Zoprh1/download/Zoprh1_GeneCatalog_proteins_20130606.aa.fasta.gz
Zychaea mexicana RSA 1403,64656,Zycmex1,v1.0,,https://genome.jgi.doe.gov/portal/Zycmex1/download/Zycmex1_GeneCatalog_proteins_20160711.aa.fasta.gz
Zygoascus hellenicus Y-7136,5621,Zyghe1_2,v1.0,,https://genome.jgi.doe.gov/portal/Zyghe1_2/download/Zyghe1_2_GeneCatalog_proteins_20150916.aa.fasta.gz
Zymoseptoria ardabiliae STIR04_1.1.1,985147,Zymar1,,PMID:22711811,https://genome.jgi.doe.gov/portal/Zymar1/download/Zymar1_GeneCatalog_proteins_20141012.aa.fasta.gz
Zymoseptoria pseudotritici STIR04_2.2.1,985140,Zymps1,,PMID:22711811,https://genome.jgi.doe.gov/portal/Zymps1/download/Zymps1_GeneCatalog_proteins_20141012.aa.fasta.gz
